path,label_idx,split,label
/content/data/unified/Tomato_Bacterial_spot/45ffd23d-bd59-4633-881f-fe229f999e88___GCREC_Bact.Sp 3626_1859547114429340071.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/0a22fcaa-634d-4711-b2a8-777063377543___UF.GRC_YLCV_Lab 03238_2234071390973584464.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/2f1b0a5b-05ed-41b7-bd44-6f291f7ccc43___GCREC_Bact.Sp 3665_4924411336947601859.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Late_blight/5e046b07-5da5-4cfd-a6f1-bb942eeef5f9___RS_Late.B 6216_2159521501781564009.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Late_blight/cbbf7dc3-4ff9-4864-bd26-54ed77b01e51___RS_Late.B 6628_4094857653653730600.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Late_blight/873aa4b3-61f8-473a-8fd3-b39ede9376c4___RS_Late.B 4829_1636674254413233695.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Septoria_leaf_spot/f8f528ee-f9c3-47cb-b67f-a9265d86d9d1___Matt.S_CG 1446_6329564277245009346.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Target_Spot/3f1e10c7-370d-4a8a-908a-b84eebf71050___Com.G_TgS_FL 8022_7911192963638731072.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato__Target_Spot/a9409c3d-dbfc-4679-84b6-e671906e8c3a___Com.G_TgS_FL 9780_3532481096588064420.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_Early_blight/d96c3244-39ec-4188-9870-a6e32aad81d6___RS_Erly.B 7540_3420591810015705466.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Leaf_Mold/30f6aead-5cd9-453d-85e6-56e93c1987d8___Crnl_L.Mold 6886_7858689409003982620.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/75b2e6cc-9a7d-42b8-b6d8-73532f0503bb___YLCV_NREC 2366_4378737004623240043.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_healthy/b89c8996-9a04-45fe-a517-97e23227881c___GH_HL Leaf 430_537748935433325059.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Bacterial_spot/2c0d4b4f-d53f-4acc-bc40-ae766236b526___UF.GRC_BS_Lab Leaf 9298_7431107024452648244.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/5776105b-17d7-4dce-849f-b9534be95abc___UF.GRC_YLCV_Lab 08435_818356872091708291.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Target_Spot/ef6528c4-46d7-4d22-9e1b-3e2f58dbd6a8___Com.G_TgS_FL 1080_4473544273700992738.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_Late_blight/c57464ef-c813-4ee5-90db-2b196b996d57___GHLB2 Leaf 154.3_8892716313432553297.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Leaf_Mold/794848b0-1482-46ae-b615-1382b41ea623___Crnl_L.Mold 6595_6442662997979057410.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Septoria_leaf_spot/0176f68f-a3d8-473b-9bea-c075a5507b34___JR_Sept.L.S 2504_1161519049459327704.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/14857e6b-ab80-4b54-86ce-d110f48d93c1___YLCV_GCREC 5203_2724990870518528172.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/56538c79-1b65-4ad7-97ac-5732cb43643e___YLCV_GCREC 2681_8296744222780962882.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Pepper__bell__healthy/19f9585d-868d-42e8-9d63-cae9fe345bd4___JR_HL 5839_4488495137178231161.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Leaf_Mold/4459390d-64ca-42d2-977b-afb0ed667701___Crnl_L.Mold 6714_2302467719142482772.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Bacterial_spot/18a58445-cf57-41cd-93f8-ebb9d5f66118___GCREC_Bact.Sp 6200_4107234458202570480.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/5a17190b-714c-4f0e-bb00-65368f645e85___JR_HL 8374_1761876855033813741.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Late_blight/e2e89956-491c-42a0-9154-6b8ef41cd63b___GHLB2 Leaf 8689_1332940802179235381.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Late_blight/af7021ea-5138-4b6f-9ee5-c05daf993791___GHLB2 Leaf 77.1_2175482402432694240.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Bacterial_spot/b6b93fa0-be86-452b-86ff-dc7863af16ba___UF.GRC_BS_Lab Leaf 8785_6301373361425906600.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/c89a6ab4-59ab-4267-921d-cc39cb65af36___Com.G_SpM_FL 8418_3818630547573236114.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Late_blight/b96efa85-1d48-4a5e-9c80-4b1848182c93___RS_Late.B 6961_2791601639970325302.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Bacterial_spot/c07fc97b-6fd7-4e55-a6e4-698184dbc5b8___GCREC_Bact.Sp 5686_7937882161988274301.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Target_Spot/4b98528b-25af-4f6d-b094-9b69eac52082___Com.G_TgS_FL 0932_5732928746038153926.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/009dd1f5-281a-4e54-9f80-a068d0d8cfcd___YLCV_NREC 2162_5658218566458336206.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Potato__healthy/5cb360dd-5c17-4c57-b31d-97cd8dd8d0bd___RS_HL 1797_7763280730833796412.jpg,4,train,Potato__healthy
/content/data/unified/Potato__Early_blight/0604174e-3018-4faa-9975-0be32d2c0789___RS_Early.B 7123_1890172645431913265.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato_Late_blight/0418161a-871a-4d36-b988-c95f89e0feaf___RS_Late.B 7063_7737396904622841015.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/83bc9c0d-4031-41ab-a636-45fcb01b1983___Com.G_SpM_FL 9380_4562267243102493666.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_healthy/8ddc8178-4609-4267-bd55-028de3f759c8___RS_HL 0004_5389689753388290068.jpg,14,train,Tomato_healthy
/content/data/unified/Potato__Late_blight/e0a085c0-20e4-4e36-87db-49f0b58fa349___RS_LB 4324_4966557716138462030.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato__Target_Spot/22beb2c0-f830-421b-99b9-eaa0519b1667___Com.G_TgS_FL 0739_8795578809433042829.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_Late_blight/f66e2c13-dd22-4277-8c73-ff987bc19064___GHLB2 Leaf 9090_3442301338423291123.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/1f78ba68-eb31-4311-b799-1c8aa78f34ae___UF.GRC_YLCV_Lab 02824_3805097362877264575.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/5547afdb-5262-4215-b90c-82ff865aabb6___Com.G_SpM_FL 1195_4940321173955421294.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Pepper__bell__healthy/a3b07765-0a85-4d9e-937d-c5464c30d0d8___JR_HL 8535_7363800682063165163.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Bacterial_spot/1695eefb-cffc-4dac-b7ae-40f34ad9c5db___GCREC_Bact.Sp 3065_3818263615657682366.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Leaf_Mold/9352c724-ec44-4955-a845-62577931d3db___Crnl_L.Mold 7013_6467383130364853857.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Septoria_leaf_spot/6cebad3a-afa4-4c38-9bcc-3977af4434d1___Matt.S_CG 2793_5984484664227587163.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Bacterial_spot/6d0cbb2e-599e-4637-bb5f-8641dc17e6fb___GCREC_Bact.Sp 3386_4427087105127661928.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d___JR_HL 8752_6334960777404911258.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Potato__Late_blight/790eb0ba-6878-4b5a-85fb-481aa37783a3___RS_LB 3872_2677726804408310550.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Leaf_Mold/022a4dfb-84cc-45cb-81c5-a620817e31cb___Crnl_L.Mold 6926_8004397139821731282.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Bacterial_spot/9fbe6dac-da52-419e-9a57-b56f94d5c910___GCREC_Bact.Sp 5837_3357849442436663753.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Early_blight/2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506_290815440422164804.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/465282eb-a2ff-4663-be80-1a47e92afb84___UF.GRC_YLCV_Lab 03330_9114461493975554626.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/2f44f20c-6c77-439b-9528-f5ab5242dd4d___Com.G_SpM_FL 1483_4115017051379651683.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Early_blight/a1e875bd-5c06-4031-b0c0-9413d754df0e___RS_Erly.B 8221_2903417802344709316.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato__Target_Spot/48441a2c-514b-4cc4-a4ff-fe22e330e7c9___Com.G_TgS_FL 9900_1949784466218073555.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_Leaf_Mold/8ec82028-24e9-4bb8-8c36-31a42189790e___Crnl_L.Mold 8783_3268950946167878680.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/205dc547-b4f5-4d86-b9ae-c91a768e29ac___UF.GRC_YLCV_Lab 09544_8289309326724211091.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/5c7f3f68-f289-40cd-a434-31b213ca9083___YLCV_NREC 2214_7174821731191715860.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/3ed4c2c7-1016-4a58-a6ba-b25fa67852df___UF.GRC_YLCV_Lab 02001_1146504412219118727.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Potato__Early_blight/357426c8-5b7b-4d56-9cb0-13cfaecc219f___RS_Early.B 7326_4029132435508063675.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/fddf2531-e2d5-4e98-8b8d-725088227b66___Com.G_SpM_FL 1565_5916980525830020179.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Early_blight/c793a3d2-1f1d-486c-9140-87d2354c4874___RS_Erly.B 7545_4771274116637545622.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/3f285722-1db3-4c78-9181-fe63b31e4268___UF.GRC_YLCV_Lab 09401_7029143055887622842.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/f397204f-2465-47a8-8ec2-45cdf8fdfc5d___GCREC_Bact.Sp 3692_4687104774982169097.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Potato__healthy/144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376_7046881319358725962.jpg,4,train,Potato__healthy
/content/data/unified/Tomato_Bacterial_spot/84397079-5839-431e-97d1-9dfc144f1fff___UF.GRC_BS_Lab Leaf 0486_1321934398164342123.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/e0a6cc6b-56d6-45a3-a34a-5b484212712c___UF.GRC_BS_Lab Leaf 0255_2232874498989525809.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/bf0ce672-d1b8-49a7-a41e-5026715930e9___GCREC_Bact.Sp 6040_4692560859228291960.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/e13e5c45-eab7-4a23-a2bc-3f89fbc7cda6___Matt.S_CG 6879_3062409353160329857.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Leaf_Mold/cbcf61e4-9a69-4483-9252-ae649102fb63___Crnl_L.Mold 6858_2898013120118799800.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/1d7bff81-b441-4f32-8cc0-85dd50b79cf3___Com.G_SpM_FL 1443_2085175136046026672.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Leaf_Mold/e4e09a80-ae3a-42e8-ae98-e892b0507098___Crnl_L.Mold 6636_7554483570681262381.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Bacterial_spot/cdd68f49-20b8-4523-99cf-6479f85b8410___GCREC_Bact.Sp 5853_2912072392064169438.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/04eb9fee-df68-4917-a639-d68e12c08bbc___JR_Sept.L.S 8475_4334137812596864958.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Early_blight/289ba10b-f518-445a-8c54-cc981e2ffe34___RS_Erly.B 7399_6827244998618214674.jpg,6,train,Tomato_Early_blight
/content/data/unified/Pepper__bell__healthy/903ae120-a280-4a1d-bd29-eded8a5cc901___JR_HL 7963_3844646423752841311.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Bacterial_spot/c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact.Sp 3706_6273108023332779689.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/0f81cc91-5b9b-4061-a127-74105ebbcccf___GCREC_Bact.Sp 6305_3545290214667549976.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_mosaic_virus/97aa541d-9ac5-4933-8977-2bd64094ad38___PSU_CG 2070_6433530188676760881.jpg,13,train,Tomato__Tomato_mosaic_virus
/content/data/unified/Tomato_Septoria_leaf_spot/34a98498-bbe1-4ba8-ac6b-158adb2de2b9___Matt.S_CG 0828_7542288824439999650.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Pepper__bell__Bacterial_spot/532fab13-878e-4fe9-af94-302ed3e0a906___NREC_B.Spot 1885_2138977763396246077.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/3f078443-1d3f-4aac-beb0-b80636ad74da___UF.GRC_YLCV_Lab 02862_832453737742677389.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/b6c84c96-c05b-426a-8b3e-f55338ece18e___Com.G_SpM_FL 1143_2174142717150203729.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Leaf_Mold/b6bdf275-d731-415b-a68d-193bbd6c037a___Crnl_L.Mold 8772_2582953919165516976.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Early_blight/a98a655f-a2f5-44eb-a73b-edf25ca85921___RS_Erly.B 6351_5119058140682630041.jpg,6,train,Tomato_Early_blight
/content/data/unified/Potato__Late_blight/da16cb94-4f1d-4390-b446-19eac2110115___RS_LB 2912_666492147854494169.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/e82e3fd9-cc3c-4196-9bef-178576b882de___RS_Late.B 6316_6168752486581583460.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/6bce316f-b15d-4d23-98b8-ab0e683df66d___UF.GRC_YLCV_Lab 02494_3521616633242456457.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/4184d645-f365-4e8b-a6f9-f5f80d5198a2___GCREC_Bact.Sp 5963_8833765483751019331.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/2e35da7f-b86b-4298-b15c-bfaf24f93356___YLCV_GCREC 5280_1949179112139467427.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/d6719276-d4fa-4c59-84a2-6a6b40e023f4___GCREC_Bact.Sp 3218_6992404801283163665.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Potato__Late_blight/aa58c1c8-82a1-4e68-9ecb-3cd47341d09b___RS_LB 4331_1602146341255169035.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Leaf_Mold/ae6c81b2-412e-417e-8448-e18214edc049___Crnl_L.Mold 6895_3498545093764981676.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Late_blight/d55910c3-3530-4bde-94a7-6748f5fadfb4___RS_Late.B 7161_7313278028119629976.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/825d8f5e-ade2-44f8-9303-3073e8b7fe5f___YLCV_NREC 2698_4860262611357275005.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_mosaic_virus/bba77afa-234e-40c9-9d2e-6770ac1789e4___PSU_CG 2082_1222623635245349138.jpg,13,train,Tomato__Tomato_mosaic_virus
/content/data/unified/Potato__Late_blight/d378a0c5-d275-44a4-9f00-f7f180270f4d___RS_LB 2781_5932190361113761029.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/393ffff3-e175-4e03-b049-76a25b1257c7___RS_Late.B 5599_28913782014776633.jpg,7,train,Tomato_Late_blight
/content/data/unified/Pepper__bell__Bacterial_spot/32cb493a-bfd1-48bf-b8eb-852ccaf7695b___JR_B.Spot 8873_4010067736628014004.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/08ddab1e-8a69-47b2-b0ff-6d53e6315eee___Com.G_SpM_FL 1445_6930789028787226384.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_healthy/35f9364b-1ec2-42ee-99f4-3cdeda433f92___RS_HL 9778_986995171729008944.jpg,14,train,Tomato_healthy
/content/data/unified/Potato__healthy/4bbccfb6-5720-4c80-9b37-0c3ed8999c9f___RS_HL 1791_3946953723559553717.jpg,4,train,Potato__healthy
/content/data/unified/Tomato_Septoria_leaf_spot/60d8fd31-85d1-4fe8-a4fa-29d306150287___JR_Sept.L.S 8433_8115118690001438390.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/13fb8aaa-4db1-405e-86b9-dc482b10b7d8___UF.GRC_YLCV_Lab 02339_8046393414658421003.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/01a46cb5-d354-4f59-868e-e56186701541___GCREC_Bact.Sp 5638_6599805932537511806.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/08af8792-fca1-451c-bf59-51cdd9d8b7e6___JR_HL 7740_3835085232330352604.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Pepper__bell__healthy/4e9af7bf-96f5-4973-8470-0db94ef8e375___JR_HL 7896_1254378630876598546.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_healthy/9268e1da-3fc4-49b1-8fcb-3f0d8957114a___GH_HL Leaf 277.1_2188573004745332995.jpg,14,train,Tomato_healthy
/content/data/unified/Pepper__bell__healthy/2384d372-37c9-4979-9245-7ee4f25bce11___JR_HL 8141_4803416361649507142.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Pepper__bell__Bacterial_spot/e230f529-47b2-4841-9b10-2447be1b31da___NREC_B.Spot 9118_3767372906037306270.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Pepper__bell__Bacterial_spot/0719e8e8-c1ae-4d5a-b29c-dbadc36d13f3___NREC_B.Spot 1947_3493770526125756360.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Late_blight/97e49ab1-3159-4659-9954-518c94690a9e___RS_Late.B 5534_839425002326499120.jpg,7,train,Tomato_Late_blight
/content/data/unified/Potato__Late_blight/ede8e8be-6d71-466e-918e-44afa1403e30___RS_LB 5455_8337422157099791873.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_healthy/d45c5eb7-c7b7-430b-9b2c-917a4a34315e___RS_HL 0151_7900567557168070748.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/4fca9231-addd-45fc-a66d-0b98428c0dff___UF.GRC_YLCV_Lab 02352_8796133228392560563.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_mosaic_virus/119554ae-c777-46da-abb7-591404fdc65f___PSU_CG 2393_6917562010544797742.jpg,13,train,Tomato__Tomato_mosaic_virus
/content/data/unified/Tomato_healthy/5f7d3261-84f4-4b85-b9e1-f15792638c2d___RS_HL 9676_877537343138115174.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/4d9e2536-855e-4883-b954-824a1538ed79___UF.GRC_YLCV_Lab 02409_4268858078290541545.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Septoria_leaf_spot/7aaadf3c-f135-450a-85de-138061ea76ee___JR_Sept.L.S 2516_9141045552019317891.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Potato__Late_blight/8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889_2665890156141361046.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/ef5ac7be-8adc-4395-9a31-d970fb6e8c7a___RS_Late.B 4981_3697977235573675480.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/450cb7b3-5489-4fe1-8897-491d70e9d1a4___Com.G_SpM_FL 8415_8094627682076863956.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato__Target_Spot/9abdb77e-d5dd-4474-9909-a522106b9790___Com.G_TgS_FL 9968_9047112944742541809.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_healthy/42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373_8895828105228549231.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato__Target_Spot/6bf6cc0c-2077-4129-bcc6-9d1ef0902fd9___Com.G_TgS_FL 8081_8068048953120475332.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Pepper__bell__Bacterial_spot/2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot 3249_6449676200011318694.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/f1cd9194-f7ea-41c0-bfba-9b9e30c52ec7___GCREC_Bact.Sp 5938_2665506569496973701.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/1be321d5-d2cc-4945-b2f3-a36c41160838___JR_HL 7596_6024004750407258268.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/81363c4e-78df-4540-8e9e-760155359b67___YLCV_NREC 2775_7158322235837022225.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/50756664-8384-49db-939c-fc683e7cce15___UF.GRC_YLCV_Lab 03268_371116940445810720.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Potato__Early_blight/71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129_6538262441871634565.jpg,2,train,Potato__Early_blight
/content/data/unified/Pepper__bell__healthy/88bf85cd-2b1a-46e1-a809-9a1180dfe571___JR_HL 8617_1296045780629740861.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Septoria_leaf_spot/49680a31-cb91-4694-9609-4aad7079dd77___Matt.S_CG 6155_5773596349915625794.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Late_blight/078a999d-6e6f-427e-a1e6-80b4d2df2bae___GHLB2 Leaf 9029_5657287022287511211.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Late_blight/e980207c-6e67-4caf-8973-7128ca2a1c12___GHLB2 Leaf 8876_2697231785594668151.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/4160f824-4741-40ff-ab59-bfa932e9fc6f___YLCV_GCREC 2280_3081620871078694795.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Septoria_leaf_spot/a6885d8d-5ea3-4b8b-aa1a-5bbfff6ca8c6___Matt.S_CG 2799_1333802660481624844.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Late_blight/eb1ee57d-0468-4a6c-941d-342cb60ea600___RS_Late.B 5420_3549811496665501268.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Septoria_leaf_spot/afe64b64-8d22-4a85-86eb-f6963418a31c___Matt.S_CG 7833_2447029601504990912.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Bacterial_spot/cc2e453a-3331-4385-baab-e0935661bba4___GCREC_Bact.Sp 3590_2557931052913109359.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__Bacterial_spot/64f4dcf0-30b4-41b2-b5e6-6e6798c3202d___JR_B.Spot 8834_2059847330787359393.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Potato__Late_blight/7e0d53ac-3088-473e-a40e-50223afd4e60___RS_LB 2568_4045103575035847585.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/2e41a813-b5a7-4501-bec2-e0f2db310a2c___Com.G_SpM_FL 9570_7970192385842945422.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato__Tomato_mosaic_virus/c1ff629a-8390-43a4-88ed-86e462d688a7___PSU_CG 2083_1675028418336848862.jpg,13,train,Tomato__Tomato_mosaic_virus
